frame,timestamp,modelo,clase,confianza,x1,y1,x2,y2,width,height,area
198,2025-06-20 17:37:16,parts,Front-wheel,0.711747407913208,1,173,100,370,99,197,19503
198,2025-06-20 17:37:16,parts,Rocker-panel,0.5704079270362854,107,251,654,313,547,62,33914
198,2025-06-20 17:37:16,parts,Quarter-panel,0.5393391251564026,650,7,903,270,253,263,66539
200,2025-06-20 17:37:17,parts,Back-door,0.9595370888710022,505,3,775,272,270,269,72630
200,2025-06-20 17:37:17,parts,Back-wheel,0.9541906714439392,701,159,883,357,182,198,36036
200,2025-06-20 17:37:17,parts,Front-door,0.9448075294494629,165,0,522,283,357,283,101031
200,2025-06-20 17:37:17,parts,Fender,0.9132755994796753,0,8,192,293,192,285,54720
200,2025-06-20 17:37:17,parts,Front-wheel,0.8946952223777771,0,169,148,385,148,216,31968
200,2025-06-20 17:37:17,parts,Tail-light,0.7967275977134705,874,23,930,131,56,108,6048
200,2025-06-20 17:37:17,parts,Quarter-panel,0.6267033219337463,651,8,925,267,274,259,70966
200,2025-06-20 17:37:17,parts,Rocker-panel,0.5678083300590515,180,272,681,322,501,50,25050
200,2025-06-20 17:37:17,parts,Back-bumper,0.5246068835258484,871,57,946,262,75,205,15375
200,2025-06-20 17:37:17,parts,Back-window,0.5144336819648743,523,0,750,24,227,24,5448
200,2025-06-20 17:37:17,defects,dent,0.7495601773262024,222,62,429,207,207,145,30015
201,2025-06-20 17:37:18,parts,Back-door,0.9771474003791809,527,3,790,268,263,265,69695
201,2025-06-20 17:37:18,parts,Front-door,0.9581595063209534,191,0,543,279,352,279,98208
201,2025-06-20 17:37:18,parts,Back-wheel,0.912622332572937,711,156,899,356,188,200,37600
201,2025-06-20 17:37:18,parts,Front-wheel,0.8984828591346741,6,163,169,369,163,206,33578
201,2025-06-20 17:37:18,parts,Fender,0.8433876633644104,8,5,220,279,212,274,58088
201,2025-06-20 17:37:18,parts,Quarter-panel,0.5547115802764893,699,6,945,263,246,257,63222
201,2025-06-20 17:37:18,parts,Rocker-panel,0.5523594617843628,169,249,690,309,521,60,31260
201,2025-06-20 17:37:18,defects,dent,0.5748274922370911,234,61,480,203,246,142,34932
202,2025-06-20 17:37:19,parts,Back-door,0.9761273264884949,546,3,811,268,265,265,70225
202,2025-06-20 17:37:19,parts,Front-door,0.9401764869689941,218,0,562,278,344,278,95632
202,2025-06-20 17:37:19,parts,Back-wheel,0.9359588623046875,730,156,918,355,188,199,37412
202,2025-06-20 17:37:19,parts,Front-wheel,0.9325727820396423,0,162,196,398,196,236,46256
202,2025-06-20 17:37:19,parts,Fender,0.8292487859725952,0,11,242,288,242,277,67034
202,2025-06-20 17:37:19,parts,Quarter-panel,0.6691639423370361,714,5,946,250,232,245,56840
202,2025-06-20 17:37:19,parts,Rocker-panel,0.646833598613739,193,252,721,315,528,63,33264
203,2025-06-20 17:37:20,parts,Back-door,0.9658317565917969,568,2,833,266,265,264,69960
203,2025-06-20 17:37:20,parts,Back-wheel,0.9561247229576111,749,154,930,350,181,196,35476
203,2025-06-20 17:37:20,parts,Front-door,0.9430111050605774,244,0,589,270,345,270,93150
203,2025-06-20 17:37:20,parts,Fender,0.9358834624290466,1,6,275,294,274,288,78912
203,2025-06-20 17:37:20,parts,Front-wheel,0.8852871060371399,5,161,225,399,220,238,52360
203,2025-06-20 17:37:20,parts,Quarter-panel,0.7127358913421631,722,5,960,249,238,244,58072
203,2025-06-20 17:37:20,parts,Rocker-panel,0.6287285089492798,246,250,724,308,478,58,27724
203,2025-06-20 17:37:20,parts,Tail-light,0.5788879990577698,929,33,960,109,31,76,2356
203,2025-06-20 17:37:20,defects,dent,0.5028273463249207,301,60,508,206,207,146,30222
204,2025-06-20 17:37:21,parts,Back-door,0.968901515007019,595,3,853,268,258,265,68370
204,2025-06-20 17:37:21,parts,Front-door,0.942672610282898,281,0,612,273,331,273,90363
204,2025-06-20 17:37:21,parts,Fender,0.9324713945388794,3,11,303,290,300,279,83700
204,2025-06-20 17:37:21,parts,Back-wheel,0.9222347736358643,767,155,955,347,188,192,36096
204,2025-06-20 17:37:21,parts,Front-wheel,0.8791131973266602,13,156,256,396,243,240,58320
204,2025-06-20 17:37:21,parts,Quarter-panel,0.6965968608856201,742,7,960,278,218,271,59078
204,2025-06-20 17:37:21,parts,Rocker-panel,0.6317609548568726,286,250,764,309,478,59,28202
204,2025-06-20 17:37:21,defects,dent,0.5172457695007324,300,64,553,203,253,139,35167
205,2025-06-20 17:37:22,parts,Back-door,0.9550976157188416,603,4,864,265,261,261,68121
205,2025-06-20 17:37:22,parts,Front-door,0.9469200968742371,293,0,627,266,334,266,88844
205,2025-06-20 17:37:22,parts,Fender,0.9322478175163269,2,14,318,286,316,272,85952
205,2025-06-20 17:37:22,parts,Front-wheel,0.9157363176345825,32,158,272,391,240,233,55920
205,2025-06-20 17:37:22,parts,Back-wheel,0.9012352228164673,782,156,958,348,176,192,33792
205,2025-06-20 17:37:22,parts,Quarter-panel,0.7573875784873962,756,7,960,274,204,267,54468
205,2025-06-20 17:37:22,parts,Rocker-panel,0.5780631303787231,296,252,769,304,473,52,24596
206,2025-06-20 17:37:23,parts,Back-door,0.9552363753318787,636,7,888,262,252,255,64260
206,2025-06-20 17:37:23,parts,Front-door,0.9253320693969727,327,0,652,272,325,272,88400
206,2025-06-20 17:37:23,parts,Back-wheel,0.9227421283721924,806,156,960,347,154,191,29414
206,2025-06-20 17:37:23,parts,Front-wheel,0.9082868695259094,56,156,299,387,243,231,56133
206,2025-06-20 17:37:23,parts,Fender,0.8287131190299988,16,19,343,288,327,269,87963
206,2025-06-20 17:37:23,parts,Quarter-panel,0.6717061996459961,794,8,960,252,166,244,40504
206,2025-06-20 17:37:23,parts,Rocker-panel,0.6525800824165344,326,248,798,305,472,57,26904
206,2025-06-20 17:37:23,parts,Headlight,0.5603081583976746,2,62,67,122,65,60,3900
206,2025-06-20 17:37:23,parts,Front-bumper,0.5288322567939758,0,100,87,324,87,224,19488
206,2025-06-20 17:37:23,defects,dent,0.7305650115013123,334,62,587,208,253,146,36938
207,2025-06-20 17:37:24,parts,Front-door,0.9471417665481567,345,1,670,265,325,264,85800
207,2025-06-20 17:37:24,parts,Back-door,0.943832516670227,652,6,905,260,253,254,64262
207,2025-06-20 17:37:24,parts,Fender,0.9134507179260254,36,12,363,281,327,269,87963
207,2025-06-20 17:37:24,parts,Front-wheel,0.8982486724853516,79,156,320,385,241,229,55189
207,2025-06-20 17:37:24,parts,Back-wheel,0.8831257224082947,820,154,960,345,140,191,26740
207,2025-06-20 17:37:24,parts,Front-bumper,0.773715615272522,1,72,102,321,101,249,25149
207,2025-06-20 17:37:24,parts,Quarter-panel,0.61653733253479,805,9,960,251,155,242,37510
207,2025-06-20 17:37:24,parts,Headlight,0.5821965336799622,3,56,88,140,85,84,7140
207,2025-06-20 17:37:24,parts,Rocker-panel,0.5678830146789551,337,249,802,302,465,53,24645
208,2025-06-20 17:37:25,parts,Back-wheel,0.9216285943984985,827,147,958,342,131,195,25545
208,2025-06-20 17:37:25,parts,Front-door,0.9212210178375244,358,3,690,264,332,261,86652
208,2025-06-20 17:37:25,parts,Fender,0.9165028929710388,39,13,376,284,337,271,91327
208,2025-06-20 17:37:25,parts,Front-wheel,0.9076218605041504,81,153,326,386,245,233,57085
208,2025-06-20 17:37:25,parts,Back-door,0.8854366540908813,657,8,934,263,277,255,70635
208,2025-06-20 17:37:25,parts,Rocker-panel,0.6771888136863708,340,240,847,304,507,64,32448
208,2025-06-20 17:37:25,parts,Headlight,0.5506433248519897,3,56,92,137,89,81,7209
208,2025-06-20 17:37:25,parts,Quarter-panel,0.5079839825630188,815,15,958,265,143,250,35750
210,2025-06-20 17:37:26,parts,Front-door,0.9528617262840271,440,2,767,271,327,269,87963
210,2025-06-20 17:37:26,parts,Front-wheel,0.9304211139678955,176,149,410,385,234,236,55224
210,2025-06-20 17:37:26,parts,Fender,0.8981948494911194,131,0,460,286,329,286,94094
210,2025-06-20 17:37:26,parts,Front-bumper,0.818874180316925,15,67,194,323,179,256,45824
210,2025-06-20 17:37:26,parts,Headlight,0.7400604486465454,35,43,175,139,140,96,13440
210,2025-06-20 17:37:26,parts,Hood,0.6319587230682373,4,2,384,71,380,69,26220
210,2025-06-20 17:37:26,parts,Back-door,0.6028969287872314,747,4,960,251,213,247,52611
210,2025-06-20 17:37:26,parts,Rocker-panel,0.5729289650917053,434,250,912,308,478,58,27724
210,2025-06-20 17:37:26,parts,Back-wheel,0.5309237241744995,906,108,960,340,54,232,12528
211,2025-06-20 17:37:27,parts,Front-door,0.9195300936698914,494,0,924,277,430,277,119110
211,2025-06-20 17:37:27,parts,Front-wheel,0.8784260749816895,225,149,463,388,238,239,56882
211,2025-06-20 17:37:27,parts,Fender,0.8681209087371826,182,1,508,292,326,291,94866
211,2025-06-20 17:37:27,parts,Headlight,0.7691639065742493,77,44,230,129,153,85,13005
211,2025-06-20 17:37:27,parts,Front-bumper,0.7586494088172913,64,60,245,325,181,265,47965
211,2025-06-20 17:37:27,parts,Rocker-panel,0.5150670409202576,489,244,943,310,454,66,29964
212,2025-06-20 17:37:28,parts,Front-door,0.9248987436294556,526,0,855,266,329,266,87514
212,2025-06-20 17:37:28,parts,Front-wheel,0.9111918210983276,252,141,489,386,237,245,58065
212,2025-06-20 17:37:28,parts,Fender,0.8681676387786865,194,0,534,279,340,279,94860
212,2025-06-20 17:37:28,parts,Front-bumper,0.7725892066955566,88,61,283,321,195,260,50700
212,2025-06-20 17:37:28,parts,Headlight,0.7622157335281372,101,42,257,137,156,95,14820
212,2025-06-20 17:37:28,parts,Rocker-panel,0.6250790357589722,512,239,942,307,430,68,29240
212,2025-06-20 17:37:28,parts,Hood,0.5523853898048401,72,1,480,47,408,46,18768
213,2025-06-20 17:37:29,parts,Front-wheel,0.9258927702903748,266,135,498,386,232,251,58232
213,2025-06-20 17:37:29,parts,Front-door,0.9151031970977783,534,1,863,267,329,266,87514
213,2025-06-20 17:37:29,parts,Headlight,0.8720676302909851,115,41,264,119,149,78,11622
213,2025-06-20 17:37:29,parts,Fender,0.8472414612770081,225,1,552,273,327,272,88944
213,2025-06-20 17:37:29,parts,Front-bumper,0.7477093935012817,90,65,294,320,204,255,52020
213,2025-06-20 17:37:29,parts,Rocker-panel,0.6340858936309814,514,238,941,308,427,70,29890
213,2025-06-20 17:37:29,parts,Hood,0.5858458876609802,91,1,493,45,402,44,17688
214,2025-06-20 17:37:30,parts,Front-wheel,0.9315063953399658,267,138,499,384,232,246,57072
214,2025-06-20 17:37:30,parts,Front-door,0.9234519600868225,535,0,869,267,334,267,89178
214,2025-06-20 17:37:30,parts,Fender,0.8473683595657349,228,1,554,279,326,278,90628
214,2025-06-20 17:37:30,parts,Headlight,0.7868308424949646,115,41,267,125,152,84,12768
214,2025-06-20 17:37:30,parts,Front-bumper,0.7373511791229248,92,59,294,322,202,263,53126
214,2025-06-20 17:37:30,parts,Hood,0.6393526196479797,66,1,494,46,428,45,19260
214,2025-06-20 17:37:30,parts,Rocker-panel,0.6312040090560913,531,246,945,305,414,59,24426
215,2025-06-20 17:37:31,parts,Fender,0.9251759052276611,248,1,564,274,316,273,86268
215,2025-06-20 17:37:31,parts,Front-wheel,0.9057838320732117,279,141,515,383,236,242,57112
215,2025-06-20 17:37:31,parts,Front-door,0.8748188018798828,551,1,883,267,332,266,88312
215,2025-06-20 17:37:31,parts,Headlight,0.8381580710411072,127,41,286,137,159,96,15264
215,2025-06-20 17:37:31,parts,Front-bumper,0.8173388838768005,109,65,317,322,208,257,53456
215,2025-06-20 17:37:31,parts,Rocker-panel,0.5965912342071533,544,243,947,302,403,59,23777
215,2025-06-20 17:37:31,parts,Hood,0.5316910743713379,83,1,506,48,423,47,19881
216,2025-06-20 17:37:32,parts,Fender,0.9251759052276611,248,1,564,274,316,273,86268
216,2025-06-20 17:37:32,parts,Front-wheel,0.9057838320732117,279,141,515,383,236,242,57112
216,2025-06-20 17:37:32,parts,Front-door,0.8748188018798828,551,1,883,267,332,266,88312
216,2025-06-20 17:37:32,parts,Headlight,0.8381580710411072,127,41,286,137,159,96,15264
216,2025-06-20 17:37:32,parts,Front-bumper,0.8173388838768005,109,65,317,322,208,257,53456
216,2025-06-20 17:37:32,parts,Rocker-panel,0.5965912342071533,544,243,947,302,403,59,23777
216,2025-06-20 17:37:32,parts,Hood,0.5316910743713379,83,1,506,48,423,47,19881
224,2025-06-20 17:37:35,parts,Front-wheel,0.9397101402282715,430,131,685,398,255,267,68085
224,2025-06-20 17:37:35,parts,Fender,0.867906928062439,393,1,742,269,349,268,93532
224,2025-06-20 17:37:35,parts,Headlight,0.8664345741271973,243,22,438,121,195,99,19305
224,2025-06-20 17:37:35,parts,Front-bumper,0.709499716758728,228,71,466,330,238,259,61642
224,2025-06-20 17:37:35,parts,Front-door,0.6298404335975647,736,0,960,275,224,275,61600
225,2025-06-20 17:37:36,parts,Front-wheel,0.9541741609573364,441,133,710,412,269,279,75051
225,2025-06-20 17:37:36,parts,Headlight,0.9173986315727234,260,31,459,118,199,87,17313
225,2025-06-20 17:37:36,parts,Front-door,0.7913377285003662,744,2,956,286,212,284,60208
225,2025-06-20 17:37:36,parts,Front-bumper,0.7810772061347961,241,43,486,347,245,304,74480
225,2025-06-20 17:37:36,parts,Fender,0.6977927684783936,410,0,758,279,348,279,97092
225,2025-06-20 17:37:36,parts,Hood,0.5829066634178162,295,0,689,46,394,46,18124
225,2025-06-20 17:37:36,defects,dent,0.5671315789222717,699,22,765,222,66,200,13200
226,2025-06-20 17:37:37,parts,Front-wheel,0.9403297901153564,467,130,752,415,285,285,81225
226,2025-06-20 17:37:37,parts,Headlight,0.91224604845047,289,21,487,118,198,97,19206
226,2025-06-20 17:37:37,parts,Fender,0.881636917591095,447,0,804,270,357,270,96390
226,2025-06-20 17:37:37,parts,Front-door,0.7970818877220154,792,2,958,270,166,268,44488
226,2025-06-20 17:37:37,parts,Front-bumper,0.7432311773300171,266,46,531,355,265,309,81885
227,2025-06-20 17:37:38,parts,Front-wheel,0.9365704655647278,512,126,780,409,268,283,75844
227,2025-06-20 17:37:38,parts,Headlight,0.9334785342216492,378,15,529,102,151,87,13137
227,2025-06-20 17:37:38,parts,Fender,0.826317310333252,479,0,840,268,361,268,96748
227,2025-06-20 17:37:38,parts,Front-door,0.800600528717041,834,1,956,254,122,253,30866
227,2025-06-20 17:37:38,parts,Front-bumper,0.7832106351852417,291,28,566,341,275,313,86075
227,2025-06-20 17:37:38,parts,Front-bumper,0.6116380095481873,294,27,694,345,400,318,127200
228,2025-06-20 17:37:39,parts,Front-wheel,0.9533931612968445,542,132,802,412,260,280,72800
228,2025-06-20 17:37:39,parts,Headlight,0.8905945420265198,379,18,558,116,179,98,17542
228,2025-06-20 17:37:39,parts,Fender,0.8864071369171143,518,0,861,285,343,285,97755
228,2025-06-20 17:37:39,parts,Front-bumper,0.8052257299423218,313,25,594,338,281,313,87953
228,2025-06-20 17:37:39,parts,Front-door,0.7642273306846619,858,5,957,269,99,264,26136
228,2025-06-20 17:37:39,parts,Hood,0.5142695307731628,325,1,748,42,423,41,17343
229,2025-06-20 17:37:40,parts,Front-wheel,0.9374445080757141,562,133,827,409,265,276,73140
229,2025-06-20 17:37:40,parts,Headlight,0.8754701614379883,368,17,578,118,210,101,21210
229,2025-06-20 17:37:40,parts,Fender,0.8676503300666809,541,0,885,277,344,277,95288
229,2025-06-20 17:37:40,parts,Front-bumper,0.7895690202713013,326,28,615,347,289,319,92191
229,2025-06-20 17:37:40,parts,Hood,0.5724278092384338,345,1,777,40,432,39,16848
229,2025-06-20 17:37:40,defects,scratch,0.7490074634552002,495,139,581,265,86,126,10836
230,2025-06-20 17:37:41,parts,Front-wheel,0.9297237396240234,535,135,788,409,253,274,69322
230,2025-06-20 17:37:41,parts,Headlight,0.8759844899177551,390,20,553,115,163,95,15485
230,2025-06-20 17:37:41,parts,Fender,0.872107744216919,508,0,841,274,333,274,91242
230,2025-06-20 17:37:41,parts,Front-bumper,0.84969562292099,298,33,602,341,304,308,93632
230,2025-06-20 17:37:41,parts,Front-door,0.7998117804527283,834,0,956,269,122,269,32818
230,2025-06-20 17:37:41,parts,Hood,0.5483830571174622,313,1,762,41,449,40,17960
231,2025-06-20 17:37:42,parts,Headlight,0.9380300045013428,139,19,308,104,169,85,14365
231,2025-06-20 17:37:42,parts,Front-wheel,0.9373593926429749,306,136,548,396,242,260,62920
231,2025-06-20 17:37:42,parts,Front-door,0.8986001014709473,569,4,960,269,391,265,103615
231,2025-06-20 17:37:42,parts,Front-bumper,0.8365020155906677,18,33,347,345,329,312,102648
231,2025-06-20 17:37:42,parts,Fender,0.8090807199478149,264,4,587,266,323,262,84626
231,2025-06-20 17:37:42,parts,Back-wheel,0.6654072403907776,888,146,959,316,71,170,12070
231,2025-06-20 17:37:42,parts,Back-door,0.5259870886802673,571,1,960,264,389,263,102307
232,2025-06-20 17:37:43,parts,Front-wheel,0.9222568869590759,202,125,441,381,239,256,61184
232,2025-06-20 17:37:43,parts,Back-wheel,0.8620202541351318,746,148,875,310,129,162,20898
232,2025-06-20 17:37:43,parts,Front-bumper,0.8577694892883301,2,13,259,349,257,336,86352
232,2025-06-20 17:37:43,parts,Headlight,0.845410943031311,22,5,197,80,175,75,13125
232,2025-06-20 17:37:43,parts,Front-door,0.8361223340034485,460,1,699,246,239,245,58555
232,2025-06-20 17:37:43,parts,Fender,0.7920421361923218,154,0,480,261,326,261,85086
232,2025-06-20 17:37:43,parts,Back-door,0.6269189119338989,657,4,861,231,204,227,46308
232,2025-06-20 17:37:43,parts,Quarter-panel,0.5758808255195618,666,15,883,233,217,218,47306
232,2025-06-20 17:37:43,parts,Back-door,0.5225908160209656,829,1,959,180,130,179,23270
