frame_id,timestamp,sofa_detected,centroid_x,centroid_y,frame_center_x,frame_center_y,offset_x,offset_y,centrado,depth_value,depth_error
91,1749317285.4928644,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
92,1749317285.8328292,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
93,1749317286.1822326,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
94,1749317286.5399754,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
95,1749317286.8281639,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
96,1749317287.113707,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
97,1749317287.4252903,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
98,1749317287.701914,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
99,1749317287.9699316,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
100,1749317288.259837,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
101,1749317288.5495963,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
102,1749317288.833824,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
103,1749317289.1106126,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
104,1749317289.385487,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
105,1749317289.680221,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
106,1749317289.9837916,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
107,1749317290.2562938,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
108,1749317290.5363464,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
109,1749317290.8338172,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
110,1749317291.1150796,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
111,1749317291.408188,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
112,1749317291.698013,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
113,1749317292.0019448,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
114,1749317292.358807,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
115,1749317292.6568289,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
116,1749317292.9664044,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
117,1749317293.3106701,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
118,1749317293.6183736,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
119,1749317293.9407496,0,-1,-1,200,150,-1,-1,0,1.929976224899292,0
